Campaign_ID,Platform,Campaign_Name,Ad_Spend,Impressions,Clicks,Leads,Purchases,Revenue
CMP-1898,Google Ads,Retargeting - Q3,451.49,50688,2330,119,34,6453.81
CMP-1899,Google Ads,Brand Awareness - Q4,3870.01,366365,18309,1971,219,34131.15
CMP-1900,Email Promo,Lead Gen - Q4,4618.52,394370,11866,1100,214,11938.16
CMP-1901,TikTok Ads,Retargeting - Q4,448.24,23640,1131,131,35,1959.39
CMP-1902,LinkedIn Ads,Retargeting - Q3,2011.15,199424,3442,650,167,12503.29
CMP-1903,Email Promo,Brand Awareness - Q3,4728.68,864660,36569,5431,616,79692.11
CMP-1904,TikTok Ads,Brand Awareness - Q4,3849.37,379850,6916,908,264,36328.83
CMP-1905,Meta (Facebook/IG),Brand Awareness - Q2,2492.81,185657,8060,1114,130,18382.41
CMP-1906,Email Promo,Product Launch - Q3,3935.25,773589,38045,6243,1756,138740.73
CMP-1907,TikTok Ads,Retargeting - Q3,2444.33,226160,3083,217,51,3644.35
CMP-1908,Meta (Facebook/IG),Product Launch - Q3,2537.41,471597,9632,1784,422,55959.75
CMP-1909,Meta (Facebook/IG),Holiday Sale - Q4,3541.48,236325,5730,821,192,38259.91
CMP-1910,TikTok Ads,Product Launch - Q1,3134.19,623874,13467,1113,291,51276.22
CMP-1911,Meta (Facebook/IG),Holiday Sale - Q2,4995.04,803451,26050,2495,290,21943.88
CMP-1912,Google Ads,Retargeting - Q1,4206.6,827468,16317,2691,642,67667.76
CMP-1913,TikTok Ads,Brand Awareness - Q3,3566.62,598730,14504,2584,765,86260.2
CMP-1914,Email Promo,Holiday Sale - Q4,2278.49,250914,3310,216,39,6273.08
CMP-1915,Meta (Facebook/IG),Retargeting - Q3,1649.17,236526,6562,862,168,24383.52
CMP-1916,TikTok Ads,Lead Gen - Q2,3962.1,470253,21470,3019,303,45929.4
CMP-1917,Google Ads,Retargeting - Q2,4825.13,743882,33765,6069,1215,149085.68
CMP-1918,Meta (Facebook/IG),Retargeting - Q1,3015.91,336134,7035,1187,308,47571.89
CMP-1919,Meta (Facebook/IG),Brand Awareness - Q1,652.36,49777,855,122,36,5510.22
CMP-1920,LinkedIn Ads,Product Launch - Q2,3006.83,595292,16752,1174,187,14874.55
CMP-1921,TikTok Ads,Lead Gen - Q3,2178.21,355239,3692,635,94,17529.88
CMP-1922,Email Promo,Holiday Sale - Q2,1023.84,100148,2387,343,68,10180.79
CMP-1923,Google Ads,Brand Awareness - Q1,2604.21,270646,7421,1383,276,35576.8
CMP-1924,Google Ads,Holiday Sale - Q2,1167.05,230420,9576,809,105,11261.49
CMP-1925,Meta (Facebook/IG),Retargeting - Q2,1037.79,74328,2502,305,74,14642.85
CMP-1926,Email Promo,Holiday Sale - Q4,2881.91,343894,14400,1211,246,34136.58
CMP-1927,Meta (Facebook/IG),Retargeting - Q4,2836.14,251351,7531,1032,177,27645.33
CMP-1928,Google Ads,Brand Awareness - Q3,243.19,29275,956,185,23,2157.17
CMP-1929,Google Ads,Holiday Sale - Q1,2512.03,475363,10120,1232,326,59323.8
CMP-1930,Email Promo,Holiday Sale - Q3,1740.23,122174,3422,521,60,11486.58
CMP-1931,Meta (Facebook/IG),Holiday Sale - Q4,2130.1,239655,9630,1385,308,26042.6
CMP-1932,Meta (Facebook/IG),Retargeting - Q4,991.38,57601,1492,96,10,1398.95
CMP-1933,Google Ads,Product Launch - Q2,3667.04,196834,6036,1024,273,31546.75
CMP-1934,Google Ads,Lead Gen - Q1,4892.81,319377,6385,885,198,24844.27
CMP-1935,Google Ads,Lead Gen - Q1,388,42582,728,59,14,852.45
CMP-1936,LinkedIn Ads,Product Launch - Q2,3846.84,498822,8870,448,106,19633.59
CMP-1937,Google Ads,Lead Gen - Q2,3719,271157,12430,1663,348,41002.57
CMP-1938,Email Promo,Holiday Sale - Q4,1079.03,199245,2642,464,70,4838.37
CMP-1939,TikTok Ads,Brand Awareness - Q1,1778.83,219162,8883,497,110,16330.26
CMP-1940,Google Ads,Retargeting - Q3,3135.5,568321,17535,1142,194,24420.48
CMP-1941,TikTok Ads,Holiday Sale - Q4,3428.09,673533,8445,500,96,13228.32
CMP-1942,Google Ads,Lead Gen - Q3,2830.24,226611,11161,912,153,30064.98
CMP-1943,Meta (Facebook/IG),Brand Awareness - Q2,1322.72,246541,6829,621,141,17025.32
CMP-1944,Meta (Facebook/IG),Product Launch - Q3,4167.07,411133,16359,914,125,18430.53
CMP-1945,Meta (Facebook/IG),Product Launch - Q1,1654.53,178748,2513,138,18,1543.91
CMP-1946,LinkedIn Ads,Brand Awareness - Q2,689.54,101230,3111,278,36,6890.63
CMP-1947,Meta (Facebook/IG),Product Launch - Q4,3586.24,502342,20942,1692,317,49517.21
CMP-1948,Google Ads,Brand Awareness - Q1,3059.71,214035,6981,1260,169,31935.01
CMP-1949,Meta (Facebook/IG),Holiday Sale - Q4,2599.11,288810,9272,633,189,24338.45
CMP-1950,LinkedIn Ads,Product Launch - Q1,3907.96,484917,13055,2452,556,94359.8
CMP-1951,Meta (Facebook/IG),Product Launch - Q2,4210.02,812353,8241,704,172,29933.11
CMP-1952,TikTok Ads,Lead Gen - Q1,2506,350928,7780,1383,192,13351.95
CMP-1953,Email Promo,Lead Gen - Q3,1035.61,192599,5729,1097,227,28503.15
CMP-1954,Google Ads,Product Launch - Q2,2044.86,149063,6847,1216,223,20129.38
CMP-1955,Google Ads,Holiday Sale - Q2,4051.7,562351,7726,765,106,12206.35
CMP-1956,TikTok Ads,Lead Gen - Q1,2676.86,280600,4975,837,105,14570.34
CMP-1957,Google Ads,Product Launch - Q2,883.11,143198,2463,290,46,5102.75
CMP-1958,Email Promo,Product Launch - Q3,4044.71,406326,5532,334,74,12653.91
CMP-1959,Google Ads,Brand Awareness - Q4,654.19,45695,1028,88,21,1154.29
CMP-1960,TikTok Ads,Brand Awareness - Q1,2860.29,431333,5337,647,162,24138.73
CMP-1961,Meta (Facebook/IG),Brand Awareness - Q4,1136.85,150054,4496,322,88,17120.01
CMP-1962,Email Promo,Brand Awareness - Q1,1430.5,233211,4411,752,103,15834.95
CMP-1963,Google Ads,Product Launch - Q3,753.21,139041,5870,1092,270,49819.12
CMP-1964,Google Ads,Lead Gen - Q2,1077.28,81109,2855,182,22,4198.91
CMP-1965,LinkedIn Ads,Retargeting - Q2,2548.05,134784,3279,223,23,2595.77
CMP-1966,Google Ads,Lead Gen - Q4,405.18,80219,1189,209,22,1190.31
CMP-1967,Meta (Facebook/IG),Product Launch - Q4,1483.98,228881,3520,653,157,9019.44
CMP-1968,Google Ads,Product Launch - Q4,1784.7,209824,7350,383,82,12691.32
CMP-1969,Email Promo,Retargeting - Q4,1474.71,158578,6292,1090,237,34461.76
CMP-1970,TikTok Ads,Retargeting - Q2,1961.05,360288,16261,1366,170,31833
CMP-1971,Meta (Facebook/IG),Retargeting - Q1,2096.63,416970,9653,668,112,15414.98
CMP-1972,Google Ads,Product Launch - Q3,3188.97,214500,9126,1817,349,32893.35
CMP-1973,Meta (Facebook/IG),Brand Awareness - Q3,1784.14,313258,8160,1339,203,11789.89
CMP-1974,Email Promo,Product Launch - Q2,4453.44,832952,27173,5082,853,71623.94
CMP-1975,TikTok Ads,Lead Gen - Q1,4565.18,437907,10868,1071,187,34332.87
CMP-1976,TikTok Ads,Holiday Sale - Q3,541.29,62493,2992,540,148,17681.69
CMP-1977,Meta (Facebook/IG),Holiday Sale - Q2,2683.5,252624,10779,1154,239,23965.67
CMP-1978,Email Promo,Brand Awareness - Q1,3816.48,450374,8308,1661,410,50639.88
CMP-1979,Meta (Facebook/IG),Brand Awareness - Q4,1562.02,305452,4343,549,87,17050.06
CMP-1980,Meta (Facebook/IG),Brand Awareness - Q1,3667.78,656928,12997,837,200,37991.87
CMP-1981,TikTok Ads,Product Launch - Q2,3306.21,254769,8782,974,244,31505.26
CMP-1982,Google Ads,Holiday Sale - Q2,3772.86,661228,15975,2575,341,47937.6
CMP-1983,Meta (Facebook/IG),Lead Gen - Q2,2313.89,299776,4929,880,228,15517.61
CMP-1984,Google Ads,Brand Awareness - Q3,467.52,86452,1129,150,42,6162.91
CMP-1985,Google Ads,Product Launch - Q2,527.45,53076,1344,151,18,1734.73
CMP-1986,Meta (Facebook/IG),Holiday Sale - Q1,2605.65,196655,8700,1623,354,51917
CMP-1987,Google Ads,Product Launch - Q4,329.74,49890,2065,314,89,5462.88
CMP-1988,Meta (Facebook/IG),Retargeting - Q2,4604.77,724888,36067,5062,1441,74202.06
CMP-1989,LinkedIn Ads,Brand Awareness - Q1,3208.66,289995,9527,1582,316,17949.28
CMP-1990,Google Ads,Retargeting - Q1,2650.78,196333,2777,145,23,2690.96
CMP-1991,Google Ads,Product Launch - Q1,1795.82,306412,12348,1780,427,67775.92
CMP-1992,TikTok Ads,Brand Awareness - Q4,367.46,51690,522,45,12,2297.13
CMP-1993,Email Promo,Holiday Sale - Q2,2187.85,176074,6989,426,90,17177.19
CMP-1994,Email Promo,Retargeting - Q2,487.74,59884,1782,164,23,2109.55
CMP-1995,TikTok Ads,Retargeting - Q2,4886.95,893095,39885,3516,894,157135.72
CMP-1996,LinkedIn Ads,Brand Awareness - Q4,1910,119748,1792,210,46,8648.16
CMP-1997,TikTok Ads,Product Launch - Q1,1301.37,170473,4423,412,79,12139.2
CMP-1998,Email Promo,Brand Awareness - Q2,4919.91,497443,19071,2361,547,30434.47
CMP-1999,Meta (Facebook/IG),Brand Awareness - Q1,1272.16,218052,6377,870,232,19633.05
CMP-2000,Google Ads,Brand Awareness - Q2,232.61,40688,775,139,18,3207.87
CMP-2001,Google Ads,Brand Awareness - Q4,4494.48,680726,9638,601,98,14619.42
CMP-2002,Google Ads,Holiday Sale - Q4,2822.01,187916,7026,1329,157,16326.14
CMP-2003,LinkedIn Ads,Brand Awareness - Q3,3777.97,413943,4300,295,84,10004.65
CMP-2004,Google Ads,Product Launch - Q3,2764.8,242856,5402,957,136,26289.05
CMP-2005,Meta (Facebook/IG),Lead Gen - Q4,2876.32,155158,5748,549,138,27517.97
CMP-2006,Meta (Facebook/IG),Product Launch - Q2,3797.32,247067,3019,260,73,4737.51
CMP-2007,Google Ads,Product Launch - Q4,1491.34,234263,11382,2088,493,82689.8
CMP-2008,Google Ads,Lead Gen - Q1,1209.39,74101,2499,442,47,6289.95
CMP-2009,TikTok Ads,Retargeting - Q4,1191.1,136666,5636,1066,235,26937.99
CMP-2010,Google Ads,Holiday Sale - Q3,3360.57,395823,9279,840,201,21773.01
CMP-2011,Meta (Facebook/IG),Brand Awareness - Q4,4369.4,759052,36152,4666,558,110560.63
CMP-2012,TikTok Ads,Holiday Sale - Q4,1616.18,153847,2835,546,112,6286.01
CMP-2013,Google Ads,Holiday Sale - Q3,3890.09,760813,33890,6649,1075,191539.28
CMP-2014,TikTok Ads,Retargeting - Q1,1211.98,218749,7056,1344,145,27301.17
CMP-2015,Google Ads,Brand Awareness - Q3,3063.96,447149,19967,3368,913,146803.5
CMP-2016,Meta (Facebook/IG),Lead Gen - Q2,548.93,48264,1418,257,61,4796.06
CMP-2017,TikTok Ads,Lead Gen - Q4,2025.24,343492,8487,1492,351,42407.64
CMP-2018,Meta (Facebook/IG),Retargeting - Q3,1475.31,258924,10154,1289,322,50934.48
CMP-2019,Google Ads,Holiday Sale - Q3,580.12,89954,983,58,9,684.43
CMP-2020,Meta (Facebook/IG),Brand Awareness - Q4,4074.11,348237,14127,940,204,37783.08
CMP-2021,Google Ads,Lead Gen - Q1,2252.24,121318,2143,400,75,13022.92
CMP-2022,Meta (Facebook/IG),Product Launch - Q3,3917.5,733201,15613,1406,159,23465.13
CMP-2023,Google Ads,Brand Awareness - Q3,1376.5,97266,4808,955,144,20031.33
CMP-2024,TikTok Ads,Holiday Sale - Q1,3105.72,538210,8396,1509,358,25304.91
CMP-2025,Google Ads,Retargeting - Q3,2901.65,394581,17612,1628,188,20237.59
CMP-2026,TikTok Ads,Product Launch - Q4,2591.63,180960,3514,410,101,16112.61
CMP-2027,Meta (Facebook/IG),Holiday Sale - Q2,1785.25,223093,10857,1415,255,17000.44
CMP-2028,TikTok Ads,Brand Awareness - Q2,1137.46,209017,6027,1001,102,19298.39
CMP-2029,TikTok Ads,Product Launch - Q1,1468.97,77724,2385,327,86,11492.51
CMP-2030,Meta (Facebook/IG),Lead Gen - Q1,3059.98,244116,3047,356,41,4066.99
CMP-2031,Google Ads,Retargeting - Q2,1228.28,220515,8407,599,106,9853.91
CMP-2032,Google Ads,Retargeting - Q1,3062.11,413905,9938,730,119,12982.87
CMP-2033,Meta (Facebook/IG),Holiday Sale - Q3,207.62,41302,1512,211,39,7271.48
CMP-2034,TikTok Ads,Retargeting - Q2,3293.38,321896,5073,525,68,4613.68
CMP-2035,Meta (Facebook/IG),Holiday Sale - Q4,807.49,45173,1531,194,34,3994.78
CMP-2036,TikTok Ads,Retargeting - Q3,915.39,138657,5730,484,55,8555.04
CMP-2037,Google Ads,Holiday Sale - Q3,355.17,69768,1675,289,53,6620.3
CMP-2038,Meta (Facebook/IG),Holiday Sale - Q4,3680.23,550260,19531,2090,566,78639.67
CMP-2039,Meta (Facebook/IG),Brand Awareness - Q3,1403.39,77693,2838,142,27,3819.36
CMP-2040,Meta (Facebook/IG),Brand Awareness - Q2,3992.49,580925,13499,2232,462,61829.19
CMP-2041,TikTok Ads,Holiday Sale - Q3,3865.46,499566,14922,2058,248,31759.99
CMP-2042,Email Promo,Lead Gen - Q1,2501.18,349725,11236,2124,286,33278.61
CMP-2043,Email Promo,Lead Gen - Q1,4173.33,381301,6653,763,121,21797.74
CMP-2044,Meta (Facebook/IG),Retargeting - Q3,1472.6,256088,7765,937,211,27213.26
CMP-2045,Meta (Facebook/IG),Lead Gen - Q3,4137.73,242959,8937,1605,414,23190.44
CMP-2046,TikTok Ads,Holiday Sale - Q4,423.22,52216,949,75,9,1444.09
CMP-2047,Google Ads,Product Launch - Q4,2908.43,424144,7317,1108,193,24535.25
CMP-2048,Google Ads,Retargeting - Q4,377.43,60869,1066,59,9,1489.31
CMP-2049,Meta (Facebook/IG),Holiday Sale - Q4,378.53,72717,2892,349,92,10451.34
CMP-2050,Google Ads,Product Launch - Q1,1550.62,123811,3710,428,105,11847.7
CMP-2051,TikTok Ads,Brand Awareness - Q2,182.38,30680,1150,70,11,1628.94
CMP-2052,Google Ads,Retargeting - Q1,1165.89,152337,5705,432,98,9137.17
CMP-2053,Google Ads,Product Launch - Q2,2857.12,405805,14924,1214,256,20260.71
CMP-2054,Meta (Facebook/IG),Brand Awareness - Q1,1807.98,260884,11326,2090,492,56595.29
CMP-2055,Meta (Facebook/IG),Holiday Sale - Q2,3833.18,255942,3759,242,67,4741.28
CMP-2056,Email Promo,Lead Gen - Q4,4929.33,560176,12601,2434,420,79729.9
CMP-2057,Meta (Facebook/IG),Brand Awareness - Q2,3919.99,468660,19970,3989,769,89069.15
CMP-2058,Meta (Facebook/IG),Retargeting - Q4,4053.87,440335,15174,1591,398,21948.54
CMP-2059,TikTok Ads,Brand Awareness - Q2,1327.11,183549,3250,451,46,2331.68
CMP-2060,Google Ads,Lead Gen - Q1,3591.41,250506,6624,807,107,12538.71
CMP-2061,Google Ads,Retargeting - Q4,3004.08,457359,8609,783,219,33905.35
CMP-2062,Meta (Facebook/IG),Lead Gen - Q3,4264.18,322857,6285,636,148,25842.08
CMP-2063,Meta (Facebook/IG),Brand Awareness - Q1,4926.59,328330,3667,579,149,22247.27
CMP-2064,Meta (Facebook/IG),Holiday Sale - Q3,1089.68,145213,5275,419,117,12689.3
CMP-2065,Meta (Facebook/IG),Brand Awareness - Q4,936.31,171500,6134,1074,206,19181.03
CMP-2066,Google Ads,Product Launch - Q3,2073.53,342703,8189,420,123,17257.86
CMP-2067,Email Promo,Retargeting - Q1,1843.24,203624,8751,658,158,27262.78
CMP-2068,Meta (Facebook/IG),Lead Gen - Q4,3062.35,591611,13809,1585,325,48113.53
CMP-2069,LinkedIn Ads,Retargeting - Q1,4389,727317,35567,5057,1368,237080.06
CMP-2070,TikTok Ads,Brand Awareness - Q2,4706.38,493784,9514,1675,472,68910.53
CMP-2071,Email Promo,Holiday Sale - Q1,173.67,23283,1075,157,35,3810.48
CMP-2072,TikTok Ads,Holiday Sale - Q2,3378.57,268282,2883,423,97,19196.76
CMP-2073,TikTok Ads,Holiday Sale - Q2,2850.33,181119,7247,1436,278,17238.43
CMP-2074,Google Ads,Retargeting - Q2,603.36,47069,1870,198,57,10765.38
CMP-2075,Meta (Facebook/IG),Holiday Sale - Q1,1892.94,239653,9918,881,160,28232
CMP-2076,TikTok Ads,Lead Gen - Q2,2218.54,305409,12522,1972,527,100757.85
CMP-2077,Email Promo,Holiday Sale - Q1,4581.9,474904,23434,4051,885,66240.79
CMP-2078,Meta (Facebook/IG),Holiday Sale - Q3,2347.74,131433,5499,888,102,10631.1
CMP-2079,LinkedIn Ads,Holiday Sale - Q3,4814.18,326248,5551,581,78,8843.91
CMP-2080,Meta (Facebook/IG),Retargeting - Q3,1105.74,160267,4484,419,120,6858.54
CMP-2081,Email Promo,Retargeting - Q1,2397.1,187783,9308,1569,299,44903.45
CMP-2082,TikTok Ads,Product Launch - Q3,3444.84,339776,13778,1859,447,38348.91
CMP-2083,Email Promo,Product Launch - Q4,319.28,42476,1549,85,17,952.43
CMP-2084,Email Promo,Lead Gen - Q1,315.39,58712,2213,385,98,18396.53
CMP-2085,Google Ads,Lead Gen - Q3,2246.99,152294,3921,312,60,4937.07
CMP-2086,Meta (Facebook/IG),Lead Gen - Q3,1392.73,250701,4202,229,35,4134.62
CMP-2087,Meta (Facebook/IG),Lead Gen - Q2,4323.23,302463,3365,587,71,4046.72
CMP-2088,TikTok Ads,Holiday Sale - Q4,2212.9,251897,12024,2091,468,27895.25
CMP-2089,Meta (Facebook/IG),Lead Gen - Q3,3934.87,610629,10987,1802,334,54106.89
CMP-2090,Meta (Facebook/IG),Brand Awareness - Q3,2859.05,198043,7917,1582,305,24214.38
CMP-2091,Google Ads,Brand Awareness - Q3,3523.5,508460,10817,964,127,18298.09
CMP-2092,Email Promo,Product Launch - Q2,292.73,23615,708,53,6,1132.84
CMP-2093,Meta (Facebook/IG),Holiday Sale - Q3,2946.9,368654,5263,784,159,15130.06
CMP-2094,Google Ads,Holiday Sale - Q1,1471.06,255150,11538,1624,171,26396.78
CMP-2095,Meta (Facebook/IG),Lead Gen - Q3,4522.88,503935,14820,2382,277,14607.97
CMP-2096,Google Ads,Product Launch - Q1,1060.69,105721,4597,555,165,19689.11
CMP-2097,Google Ads,Product Launch - Q3,166.06,19862,949,125,18,3549.65
CMP-2098,LinkedIn Ads,Holiday Sale - Q2,608.63,48589,2380,393,42,5443.59
CMP-2099,Meta (Facebook/IG),Product Launch - Q3,1121.47,131556,4142,611,179,13024.15
CMP-2100,Google Ads,Lead Gen - Q4,185.5,12264,497,70,8,440.76
CMP-2101,TikTok Ads,Holiday Sale - Q1,550.03,44741,1486,219,63,10279.64
CMP-2102,Meta (Facebook/IG),Brand Awareness - Q3,2743.25,530251,19841,1346,201,26706.14
CMP-2103,LinkedIn Ads,Product Launch - Q1,892.74,144716,1514,94,25,4663.31
CMP-2104,Meta (Facebook/IG),Brand Awareness - Q4,3691.85,397450,9170,857,239,45319.86
CMP-2105,TikTok Ads,Retargeting - Q2,265.38,32000,1294,241,60,9528.7
CMP-2106,Meta (Facebook/IG),Retargeting - Q1,4797.22,668757,23957,2576,403,25502.67
CMP-2107,Email Promo,Holiday Sale - Q1,1335.63,203806,3112,263,42,5867.15
CMP-2108,Meta (Facebook/IG),Holiday Sale - Q4,605.46,96694,4087,528,89,13363.79
CMP-2109,Google Ads,Brand Awareness - Q2,1593.68,300665,9926,1614,385,48477.78
CMP-2110,Google Ads,Brand Awareness - Q2,2026.13,200848,9277,1241,136,26410.09
CMP-2111,Google Ads,Holiday Sale - Q2,2440.35,169752,4122,651,102,15447.3
CMP-2112,Meta (Facebook/IG),Lead Gen - Q4,3834.72,347513,7216,473,114,20531.69
CMP-2113,Google Ads,Product Launch - Q3,1422.93,231834,3892,247,31,1911.53
CMP-2114,Email Promo,Retargeting - Q3,2535.64,238446,6551,958,130,25031.31
CMP-2115,Email Promo,Retargeting - Q4,1859.58,290170,8314,693,149,11617.09
CMP-2116,TikTok Ads,Holiday Sale - Q1,1394.84,85172,3954,488,52,5716.61
CMP-2117,Email Promo,Lead Gen - Q3,2541.47,267820,5736,451,50,5748.99
CMP-2118,TikTok Ads,Retargeting - Q4,3896.44,246519,6436,765,97,10789.17
CMP-2119,Google Ads,Lead Gen - Q1,1100.02,114557,4075,748,104,6456.06
CMP-2120,TikTok Ads,Retargeting - Q2,4273.04,646380,20971,3717,883,88674.95
CMP-2121,Meta (Facebook/IG),Lead Gen - Q2,4778.28,257295,4772,849,151,10143.81
CMP-2122,TikTok Ads,Holiday Sale - Q4,932.78,146537,6484,643,163,28877.68
CMP-2123,TikTok Ads,Holiday Sale - Q3,1439.77,226947,4507,407,71,5007.73
CMP-2124,Meta (Facebook/IG),Brand Awareness - Q3,2818.1,356561,15934,1645,218,24149.53
CMP-2125,Google Ads,Product Launch - Q2,1049.32,92322,2993,348,53,7989.35
CMP-2126,TikTok Ads,Holiday Sale - Q4,1431.42,102803,2677,421,58,8632.86
CMP-2127,Meta (Facebook/IG),Holiday Sale - Q4,2010.27,115512,2465,350,36,4896.73
CMP-2128,Email Promo,Lead Gen - Q2,319.57,16532,304,33,6,1102.59
CMP-2129,TikTok Ads,Lead Gen - Q3,4829.54,718086,32458,4518,1277,179946.85
CMP-2130,Google Ads,Lead Gen - Q2,2223.2,404133,13621,2325,610,84946.25
CMP-2131,Google Ads,Holiday Sale - Q4,297.53,45649,2269,382,68,4195.65
CMP-2132,Email Promo,Lead Gen - Q3,3351.67,488455,4904,928,270,33878.84
CMP-2133,TikTok Ads,Lead Gen - Q1,981.9,111267,3684,294,69,6965.43
CMP-2134,Meta (Facebook/IG),Brand Awareness - Q1,1662.86,279137,5980,904,263,37688.15
CMP-2135,Google Ads,Lead Gen - Q2,4897.2,293813,11073,1474,169,16222.28
CMP-2136,Google Ads,Holiday Sale - Q3,2589.17,492024,11068,2082,491,95467.76
CMP-2137,Meta (Facebook/IG),Retargeting - Q1,3701.46,601013,8024,880,108,16482.23
CMP-2138,Meta (Facebook/IG),Holiday Sale - Q3,4311.06,465971,17278,1514,170,17687.71
CMP-2139,Google Ads,Retargeting - Q1,445.22,42807,997,61,16,2417.7
CMP-2140,Meta (Facebook/IG),Product Launch - Q3,4209.73,279550,6974,800,96,17686.91
CMP-2141,Google Ads,Lead Gen - Q4,1424.6,250976,9729,1132,301,28872.59
CMP-2142,Email Promo,Lead Gen - Q3,1430.35,120554,4276,834,233,16987.58
CMP-2143,Google Ads,Lead Gen - Q4,4238.75,345291,14683,2116,595,110814.5
CMP-2144,Email Promo,Lead Gen - Q4,2594.99,174091,7122,1141,154,25067.14
CMP-2145,TikTok Ads,Lead Gen - Q2,2200.88,437832,21479,1799,418,73135.08
CMP-2146,Google Ads,Retargeting - Q1,4911.35,532498,14585,1859,385,71447.9
CMP-2147,TikTok Ads,Lead Gen - Q1,693.98,53099,1163,101,12,937.13
CMP-2148,LinkedIn Ads,Lead Gen - Q2,3801.61,268945,7504,568,87,12358.1
CMP-2149,TikTok Ads,Product Launch - Q3,2011.51,133610,1890,110,25,2565.98
CMP-2150,Meta (Facebook/IG),Product Launch - Q1,3820.33,731173,22202,2978,490,79524.53
CMP-2151,Meta (Facebook/IG),Lead Gen - Q3,2661.94,332262,14025,1425,351,19553.5
CMP-2152,Meta (Facebook/IG),Lead Gen - Q3,2841.26,263093,3309,219,35,5285.63
CMP-2153,Google Ads,Lead Gen - Q4,4179.37,587846,12473,1926,487,53949.7
CMP-2154,Meta (Facebook/IG),Brand Awareness - Q1,1978.63,113970,4464,446,56,9213.4
CMP-2155,Email Promo,Holiday Sale - Q2,736.4,60854,1088,186,29,3552.18
CMP-2156,Google Ads,Lead Gen - Q4,2982.05,323771,9986,817,182,27908.17
CMP-2157,Google Ads,Lead Gen - Q3,3210.53,180184,4328,410,61,6725.96
CMP-2158,Meta (Facebook/IG),Holiday Sale - Q1,300.72,37330,1251,121,36,4772.07
CMP-2159,Meta (Facebook/IG),Product Launch - Q4,2074.73,299720,14740,2710,730,71810.75
CMP-2160,Google Ads,Retargeting - Q4,3068.5,180983,5055,440,60,4258.17
CMP-2161,LinkedIn Ads,Brand Awareness - Q1,886.55,106327,1528,277,57,6838.06
CMP-2162,Email Promo,Brand Awareness - Q1,3481.69,510813,17554,2446,354,47244.85
CMP-2163,Google Ads,Retargeting - Q4,2011.09,211568,8683,465,62,3896.5
CMP-2164,TikTok Ads,Brand Awareness - Q3,431.54,46102,989,57,14,2627.87
CMP-2165,Meta (Facebook/IG),Product Launch - Q3,3598.36,647484,11863,909,249,41689.12
CMP-2166,Meta (Facebook/IG),Retargeting - Q2,2248.76,394829,9195,1173,337,35972.7
CMP-2167,Google Ads,Lead Gen - Q2,3979.72,777361,18632,3632,461,68991.7
CMP-2168,Meta (Facebook/IG),Retargeting - Q4,4472.31,745587,29479,2325,441,39695.63
CMP-2169,Google Ads,Lead Gen - Q1,152.27,28626,800,103,28,4420.3
CMP-2170,TikTok Ads,Holiday Sale - Q2,2446.8,472502,16984,1507,318,51237.94
CMP-2171,Email Promo,Product Launch - Q4,719.31,141311,4869,658,76,5346.89
CMP-2172,Email Promo,Lead Gen - Q2,2438.75,210805,9782,1585,265,22616.45
CMP-2173,Meta (Facebook/IG),Lead Gen - Q3,4104.51,546972,18222,3498,975,128852.15
CMP-2174,Email Promo,Product Launch - Q1,4654.46,732299,15393,2627,736,106214.62
CMP-2175,TikTok Ads,Holiday Sale - Q4,1487.48,75192,3665,679,172,15105.65
CMP-2176,Google Ads,Product Launch - Q4,1524.03,106678,2971,372,100,13871.5
CMP-2177,Meta (Facebook/IG),Retargeting - Q3,3039.57,176915,6469,656,111,17290.21
CMP-2178,TikTok Ads,Brand Awareness - Q4,1202.04,207429,5248,922,268,13546.5
CMP-2179,Meta (Facebook/IG),Retargeting - Q4,3461.42,458925,16766,1179,167,19752.84
CMP-2180,Google Ads,Lead Gen - Q1,4200.91,664546,18434,2962,643,127117.92
CMP-2181,Meta (Facebook/IG),Holiday Sale - Q1,3756.57,352284,9895,1403,408,26941.14
CMP-2182,Meta (Facebook/IG),Brand Awareness - Q1,781.89,57532,2620,456,78,9459.83
CMP-2183,TikTok Ads,Product Launch - Q2,716.17,41256,1410,221,35,5151.39
CMP-2184,Meta (Facebook/IG),Retargeting - Q1,1757.87,346232,5173,590,105,8667.93
CMP-2185,Google Ads,Retargeting - Q1,3100.66,507688,24320,3796,515,73947.57
CMP-2186,TikTok Ads,Brand Awareness - Q2,1531.23,211943,8340,1442,283,39266.19
CMP-2187,Meta (Facebook/IG),Retargeting - Q3,4023.6,402270,4986,923,248,32646.09
CMP-2188,Google Ads,Brand Awareness - Q1,2297.91,311083,5341,1062,146,26916.54
CMP-2189,Meta (Facebook/IG),Holiday Sale - Q3,3228.74,605339,7823,1238,305,37308.53
CMP-2190,Meta (Facebook/IG),Holiday Sale - Q1,2554.87,294620,13672,2664,566,99457.65
CMP-2191,Google Ads,Brand Awareness - Q2,1838.77,135963,2269,114,27,2764.11
CMP-2192,Google Ads,Product Launch - Q4,2523.5,503777,16138,2255,304,29169.5
CMP-2193,Email Promo,Brand Awareness - Q2,3978.07,438047,7820,1247,222,17544.35
CMP-2194,Meta (Facebook/IG),Product Launch - Q1,4846.69,710767,14581,1305,358,26740.02
CMP-2195,Google Ads,Retargeting - Q3,4045.83,374298,11380,1015,251,13845.13
